placebo_coef
-0.015460
-0.009860
-0.018798
0.026532
-0.005379
-0.017940
-0.004075
0.015258
0.005085
-0.004140
-0.016708
0.011456
0.005689
-0.012590
-0.010973
-0.013286
0.008677
-0.007091
-0.005576
0.008044
0.015651
0.012702
0.000345
0.006099
-0.007476
0.032286
-0.013646
0.006386
-0.006558
0.021828
-0.009653
-0.010638
0.008966
-0.015151
0.015730
-0.000422
-0.021709
0.003337
0.000751
-0.017638
-0.006787
-0.021395
-0.008503
-0.004908
-0.017143
0.006751
0.000304
-0.012641
-0.007974
0.000023
0.004752
-0.005031
0.004985
0.015281
0.000746
-0.005407
0.008315
-0.013662
0.029191
0.007947
-0.013842
-0.003365
-0.003795
0.018319
-0.020287
0.026360
0.005981
-0.003386
-0.018182
0.005672
0.012770
0.009654
-0.014546
-0.007140
-0.010180
0.002874
0.008074
-0.017956
-0.021006
-0.014679
0.008115
-0.002426
-0.024249
-0.000694
-0.013991
-0.032128
0.040061
0.012260
0.004803
-0.013881
0.008496
-0.014551
-0.008839
-0.002693
0.002174
0.036825
0.008093
-0.011346
-0.003944
0.007210
0.022491
0.008145
0.006897
-0.032663
-0.024582
0.023749
0.014324
0.007534
-0.002783
0.013865
-0.014405
0.004759
-0.013914
-0.007525
0.003069
0.012836
-0.000291
0.001282
0.003794
-0.001347
0.014565
-0.009342
-0.003403
0.011866
-0.009890
-0.018520
0.000216
0.000820
0.000272
-0.011937
-0.012890
0.001497
-0.000967
-0.008825
-0.001694
-0.003835
-0.003747
0.016216
-0.001864
0.014322
0.021511
0.014551
-0.017733
-0.003498
0.001082
-0.014598
0.016728
0.006166
0.004397
-0.021462
-0.002042
-0.001208
-0.021232
0.009944
0.010413
-0.020077
-0.019578
-0.015881
0.008589
0.008006
0.012297
0.003338
0.021907
0.012172
-0.019778
0.023763
-0.010123
-0.003966
0.005341
-0.000054
0.002447
-0.001481
-0.004299
0.014332
-0.019536
-0.016294
-0.030259
-0.007359
-0.014849
0.017315
-0.015659
0.007015
-0.008760
-0.015675
-0.012369
-0.001820
0.006566
0.004169
-0.009263
0.020514
-0.008931
0.007178
0.019586
0.019284
0.010176
0.006413
0.005322
0.024014
-0.013580
0.008241
-0.005906
0.012451
0.007310
0.024390
0.001596
-0.002778
-0.004457
-0.002704
-0.022587
0.008972
-0.005348
-0.021857
-0.004493
0.000207
-0.002209
0.016754
-0.007308
-0.006874
-0.001849
-0.004410
-0.022506
-0.017477
-0.019709
0.001656
0.006949
-0.002280
-0.013549
0.016322
-0.006771
-0.023427
0.014686
0.033583
-0.020607
-0.014117
0.012163
0.010427
-0.001316
0.010101
-0.012293
0.014068
-0.014092
0.002542
0.017401
-0.001976
0.005843
0.011580
0.020039
0.001429
0.005322
0.015951
-0.004453
-0.007136
-0.000358
-0.014662
-0.006168
0.012486
0.001558
0.000238
-0.019187
0.006825
-0.004824
0.032734
-0.013150
-0.010431
0.002166
-0.036291
0.016959
-0.003593
-0.009231
-0.004489
0.013159
-0.000446
0.009946
-0.007339
0.008505
0.002852
0.014950
0.019953
0.002390
-0.000398
-0.016739
-0.014139
0.000583
0.016140
-0.021428
-0.029696
-0.009228
0.003880
0.019996
-0.020652
-0.015654
0.014075
0.000803
-0.002670
-0.005579
0.007437
0.000109
0.018705
0.011935
-0.009882
0.000962
0.004706
0.013818
0.018813
0.034508
0.005953
-0.007592
0.000655
0.020283
0.006660
-0.009676
-0.002269
0.008918
0.005888
0.002384
0.022844
-0.005964
-0.013235
-0.012161
0.002438
0.011938
0.000659
0.001415
0.031942
-0.016417
0.004217
-0.011954
-0.024166
-0.018603
-0.008131
-0.002810
0.018779
0.014307
-0.006776
0.018555
-0.014316
0.001293
0.028539
-0.023331
0.029053
0.005766
0.008223
0.006619
-0.001339
-0.015182
-0.001132
0.005540
-0.014873
-0.006005
0.009566
-0.011885
-0.003401
0.000505
0.001939
0.008473
-0.004956
-0.007935
-0.015456
-0.010912
-0.026472
-0.011987
0.007219
0.022138
0.001694
-0.020088
0.006232
-0.011004
0.006981
-0.006850
0.011712
-0.024413
-0.010007
-0.024360
0.022533
0.000366
-0.003877
-0.007976
0.009760
0.002138
0.007643
-0.016144
0.008259
-0.024276
0.002434
0.021453
0.012036
-0.021945
0.010843
-0.009512
-0.008238
0.010370
-0.018583
0.003089
0.018192
0.013448
-0.004570
-0.008897
-0.004324
-0.014379
0.024452
0.003537
-0.001157
0.005796
-0.004669
-0.001033
0.003776
-0.030854
0.000724
0.003954
0.011769
-0.007012
0.020262
-0.002523
0.012974
-0.017788
-0.031414
-0.024962
0.000819
-0.018268
0.016806
0.017975
0.006385
-0.015215
0.008090
0.011834
-0.003569
-0.016764
-0.005904
-0.016338
-0.008444
0.008343
-0.013146
-0.012341
-0.022401
0.004652
0.016140
0.012246
0.000338
-0.003223
-0.012206
-0.001132
0.009837
0.006371
-0.016659
-0.022060
-0.001398
0.012607
-0.016313
-0.012410
0.014344
0.024010
0.015005
0.010586
0.007341
0.002125
0.015014
-0.021489
-0.000210
-0.005840
-0.005456
0.011405
0.009172
-0.005769
-0.014953
-0.003481
0.011931
-0.015118
-0.002149
0.005023
-0.006348
0.016197
-0.029860
-0.003592
-0.001122
0.004468
-0.002683
0.015664
-0.006820
-0.017412
0.006031
0.009625
0.005193
0.017197
-0.010506
0.002086
0.003667
-0.006828
0.021975
0.007224
0.024703
-0.005269
0.003488
0.032517
-0.001452
-0.022842
0.007904
0.020961
0.000163
-0.037314
-0.012534
