Stkcd,year,Dividend_ratio1,Dividend_ratio2,Dividend_ratio3,Dividend,Managefee_ratio,Manageshare,Indep_ratio,Bgender,Bshare,Bage,Btenure,Bsalary,Equity,Da_abs,Tunneling,Top1,Sharebalance,Minorityrate,Institution,Pledge,Retainedearn_ratio,Freecash2,Tax_avoid,Tax_ratio,Tax_volatility,Constraint,Refinance,Sentiment,Dividend_lag,ROA,Cashflow,Tobinq,BM,Lev,Soe,Growth,Lnsize,Analyst_num,Market_idx,ind1,ind2,ind3,ind4,ind5,ind7,ind8,ind11,ind12,ind15,ind16,ind17,ind18,ind19,ind20,ind21,ind22,ind23,ind24,ind25,ind26,ind27,ind28,ind29,ind30,ind31,ind32,ind33,ind34,ind35,ind37,ind38,ind39,ind40,ind41,ind42
50,2009,0,0,0,0,.0781839269746639,.017,.3333333333333333,0,0,3.871201010907891,4.430816798843313,0,0,.1051694709449892,.0014247848548133,45.62,.3591,44.67,62.9207,0,.0059345910981656,-.0962834140949188,.0912182802666706,.145723,.0813574507202629,-4.085274,0,-.74056017,0,-.047853234654035,.7594035448921396,1.144391,.873827,.6759325175184595,1,.5916030490065046,22.5913799479429,1.6094379,9.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,2012,.6331518298087881,.4415406632879494,.7585335018963337,1,.0844171945684386,.0039,.4285714285714285,0,0,3.931825632724326,4.787491742782046,0,0,.0195263255423717,.0062353488407829,45.62,.2887,45.98,62.6156,0,.0338790728942233,.0491907409262577,.0364786900816405,.081231,.0745637598354589,-4.221384,1,-.21166427,0,.017628797899743,1.422662363569081,1.190441,.840025,.6083508665582923,1,-.0609804660889835,22.77779826160361,1.6094379,9.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,2015,.7055897378002315,1.695513607251231,.6954033379694019,1,.0656372906506853,.1712,.4285714285714285,0,.0016643605687787,4.07753744390572,5.10594547390058,14.38479431723263,0,.001544480120367,.0118938598593017,9.09,1.7118,85.91,30.2457,70.03,.1082838202255679,-.0393463894724658,.0106181825280492,.340438,.2065449885121883,-3.996775,0,-.21953703,.2340988365287825,.0152807116054267,-.4757701169731687,2.509633,.398465,.7011651179059794,0,.3158104226803171,22.21934417335,.69314718,11.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2018,.1028848394559244,2.168116143635876,5,1,.0459223722420996,.1652,.4285714285714285,0,.0016353846390604,4.127134385045092,5.288267030694535,14.6158071032371,0,.379931591797221,.0131336995988153,10.08,1.5466,83.62,26.1081,30.57,.3791872037698701,.0558032766775329,.0806119096978604,.243673,.0686333601632617,-4.096625,0,-.62274462,.155142990122563,.2107322741730746,.3350141540624989,.903842,1.106389,.5125941722534882,0,.0343376897961785,23.08965675776101,0,10.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2022,.3399683829403866,.3234228842872647,.7017543859649122,1,.1009747681131685,.0022,.5,.2,0,3.988984046564275,2.772588722239781,13.77687471374181,0,.014788766787502,.0347420665237919,34,.9165,40.26,68.64919999999999,0,.0601682640306618,.0358728718968946,.0068367942515357,.367119,.1123780145811448,-4.195842,0,-.47596356,.3174516793193836,.0155968101378183,.5045768967523333,1.102717,.906851,.6418412536906941,1,.0638778255599163,23.76719562016961,0,12.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,2009,.2295651175803837,.5556967881739147,.2839900603478878,1,.0241987787736282,0,.3333333333333333,0,0,3.850147601710058,2.890371757896165,0,0,.0061610325261092,.0176819272809054,55.55,.2171,34.83,62.67,0,.061110281503755,.3171440303052724,.0845479236669225,.202319,.1466309237531429,-4.085274,0,.99400991,.2701400676250636,.0199288716536538,4.685707439217957,2.727307,.366662,.7705596350228338,1,.6959714921211897,21.57277555117896,.69314718,8.657999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,2009,.182195492119134,1.010732819585648,.5824111822947,1,.0912648326453243,.6482,.3571428571428572,.0714285714285714,.0004612743809528,4.007333185232471,3.828641396489095,0,0,.000774734539542,.0275685425598593,56.36,.0632,51.74,78.6583,0,.1974280453332512,.1597438208996759,.0308033251983295,.216957,.0691912465800407,-3.504201,0,.18850151,.3428365726627831,.0606382759008352,2.3351139437794,1.586578,.630287,.6275885691940924,1,2.13891869326234,24.14898676940311,2.9957323,9.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,2015,0,0,0,0,.0752191076435252,.0347,.3333333333333333,.1111111111111111,.0001186612814137,3.970291913552122,4.158883083359671,13.6613110436113,0,.1435686352488127,.0133531195872869,39.18,.3548,54.67,58.6485,0,-.0295836562971532,-.031671706424699,-.0756343576043033,-.050333,.0836571405661226,-3.874476,0,-.077488482,.1267532163628652,-.0718781726104373,.5706240531718905,2.799962,.357148,.644490405001406,1,.2804343918586815,22.10067462316078,1.7917595,11.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2008,.2071379746048843,.9336881021732537,.5660377358490566,1,.0388919103407433,.0035,.3333333333333333,0,0,3.80666248977032,3.433987204485146,0,0,.083159919721149,.0011980081811142,61.36,.0786,45.37,74.0757,0,.3768967667242461,.0607930982792997,-.0153461614969352,.36467,.0976751875769891,-3.55792,0,-.015072231,.4845328043850219,.0466790913390808,.4057536114329583,1.304828,.766384,.1393594143614,1,.0734272296295506,22.41536338376048,2.8332133,9.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,2015,.4356966244404021,1.033671850209014,1.175088131609871,1,.0243649686571967,.0001,.4285714285714285,0,0,3.912023005428146,4.04305126783455,13.76984351178082,0,.0366967161891304,.0149972620235755,23.47,1.1662,63.65,65.7784,0,.1198304140704587,-.1861142543340802,.0151237325703027,.247049,.0427060298178138,-3.981624,0,-.24820793,.3015159698588905,.0237034770559724,-1.992022490517571,1.326284,.753986,.6255771668067559,1,.1923206144156294,23.52988297286455,2.1972246,11.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2016,.5365008342587972,1.241831206522933,2.070393374741201,1,.0264312389655076,.0001,.4285714285714285,0,0,3.931825632724326,4.23410650459726,13.74487455155593,0,.0362962440864195,.0102907584224068,23.47,1.1662,60.43,62.034,0,.1171064446540038,-.0767283877694929,.0109495144903932,.30803,.052551642631796,-4.005557,0,-.22851531,.4356966244404021,.0231272872632132,-.6103599432263973,1.175256,.850878,.6715693895839974,1,-.0172148267006109,23.68288550526463,2.6390574,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2017,.3981858651981572,.9287792596104744,1.99203187250996,1,.0331426586819168,.0001,.4285714285714285,0,0,4.02535169073515,4.382026634673881,11.14765655561299,0,.044230790489218,.0262868048037032,23.47,1.1662,60.43,62.2924,0,.1016226748106838,-.0714577952942535,.0116912764844714,.286687,.0436188126122204,-4.009514,0,-.1560929,.5365008342587972,.0231937005711783,-1.314303581266742,1.136135,.880177,.7445498987563702,1,.0870630395132889,23.97335675412434,1.7917595,10.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2018,.4597565864728578,1.132081278973892,5.434782608695652,1,.0273396000718738,.0083,.4285714285714285,.1428571428571428,.0000834873999376,4.04305126783455,2.639057329615258,13.57037826654961,0,.0376849711336727,.0080431614928816,23.47,1.1585,60.43,59.1829,0,.0996542921016727,-.0256175655323067,.0114733365387513,.286117,.0256115054848402,-4.019319,0,-.073879629,.3981858651981572,.0244282315668546,-.3428340858477084,.933024,1.071784,.7247163471517308,1,.512607231175481,24.18087990466022,1.6094379,10.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
