Stkcd,year,Dividend_ratio1,Dividend_ratio2,Dividend_ratio3,Dividend,Managefee_ratio,Manageshare,Indep_ratio,Bgender,Bshare,Bage,Btenure,Bsalary,Equity,Da_abs,Tunneling,Top1,Sharebalance,Minorityrate,Institution,Pledge,Retainedearn_ratio,Freecash2,Tax_avoid,Tax_ratio,Tax_volatility,Constraint,Refinance,Sentiment,Dividend_lag,ROA,Cashflow,Tobinq,BM,Lev,Soe,Growth,Lnsize,Analyst_num,Market_idx,ind1,ind2,ind3,ind4,ind5,ind7,ind8,ind11,ind12,ind15,ind16,ind17,ind18,ind19,ind20,ind21,ind22,ind23,ind24,ind25,ind26,ind27,ind28,ind29,ind30,ind31,ind32,ind33,ind34,ind35,ind37,ind38,ind39,ind40,ind41,ind42
698,2011,0,0,0,0,.0276682089663824,.0045,.3333333333333333,.2222222222222222,.0000220402046256,3.912023005428146,4.499809670330265,0,0,.0452958411206548,.0097942528322775,33.08,.0738,66.92,36.7084,0,.1768162912965077,-.0005240006431574,.0375761637412316,.161668,.1996247965291386,-3.875046,0,-.30988553,0,.0308355445873691,.2880421686836311,1.062091,.941538,.5289102981341152,1,.3484881733644979,22.64557058371099,2.8903718,8.161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2006,.4257819485485094,.618965628215645,1.461988304093567,1,.0619246244187589,0,.3333333333333333,.1666666666666667,0,3.637586159726386,1.945910149055313,11.98293534419643,0,.0027638073625363,.0084495439101855,40.13,.0279,44.35,40.5504,20.16,.091477183513498,-.0395111267729599,.0262561109439176,.173652,.0531678763747434,-3.853956,0,-.27211982,.6492874070707398,.0139761223245921,.1709824663574978,1.035631,.965595,.6361409777591703,0,.6133826864608282,21.63813637342833,.69314718,9.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2007,0,0,0,0,.0592694115998767,0,.3333333333333333,0,0,3.663561646129646,2.94443897916644,11.98293534419643,0,.0013441513924507,.0054876882515287,40.13,.0902,59.87,45.8696,22.58,.1025928791848006,-.0310527424910594,.0212748976227165,.41352,.0903087582031776,-3.892673,0,-.46088013,.4257819485485094,.0140552921330645,.9041574365558777,1.577468,.633927,.6173606112070249,0,.1501587276351138,21.61843157785265,.69314718,9.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2008,.2099796319756984,.2749817610170077,1.063829787234043,1,.0693303221298963,0,.3333333333333333,0,0,3.688879454113936,3.433987204485146,11.98293534419643,0,.0063852106641735,.0105580488164441,40.13,.0309,59.87,40.66,51.12,.0856392220616123,.0328413592059825,.0301178034107984,.30722,.092132591650295,-3.949382,0,-.28646621,0,.0199686796991188,1.683875912266101,.996409,1.003604,.7355196329865138,0,.2744082191205997,21.93865572098963,0,9.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2009,0,0,0,0,.0715590989728584,0,.3333333333333333,0,0,3.713572066704308,3.761200115693562,11.98293534419643,0,.0063074699332013,.0059440310553265,36.89,.1095,59.87,40.6813,11.29,.0884744964788031,.0710484454244801,.0079922334249928,.420041,.1048130497137642,-3.990293,0,-.74301243,.2099796319756984,.0228309724123286,1.121743210601999,1.356484,.7372,.725850559534614,0,.2027636756100903,21.96305103729835,1.0986123,9.242000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2010,.0931393551031053,.079359210016085,.1385041551246537,1,.07927787505067,0,.4,0,0,3.737669618283368,4.007333185232471,11.98293534419643,0,.0196705759287211,.0033761524262795,34.72,.0524,63.11,37.3581,0,.0870128590321474,-.0053674091181069,.0235312541326895,.339137,.1001592898512165,-4.034024,0,-1.0439593,0,.0159977115754817,.3792621947841663,1.33629,.74834,.7633167964843045,0,.1409661844437074,22.08276369572141,.69314718,10.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2011,0,0,0,0,.0948013923826822,0,.4,0,0,3.761200115693562,4.204692619390966,11.98293534419643,0,.0030721879087231,.0027567323135818,35.76,.1384,65.28,44.144,80.61,.1049909089807887,.0253767705858825,.0484229049682617,.081145,.1378697195554557,-4.074198,0,-.53885281,.0931393551031053,.0255950732704681,1.021331941027091,1.124229,.889499,.6930564177522819,0,-.0033480423827659,22.08951849091511,.69314718,10.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,2006,0,0,0,0,.0124049027713509,.0175,.3333333333333333,.1111111111111111,.0000374609781478,3.988984046564275,4.007333185232471,12.72486941513139,0,.0621084209004136,.0662885961616396,28.2,.0851,57.5,30.3203,0,.0433553505898438,.078369274171497,.0212871974316444,.253646,.0710861251440814,-3.684573,0,-.13557486,0,.0227764462269223,1.033242970114464,1.257066,.795503,.6759037173980995,1,.7380662728836153,21.50412935803704,0,8.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
701,2007,.5324246619103398,.9924056514745637,1.078748651564186,1,.0148166380712577,.0059,.3333333333333333,.2222222222222222,.0000280957336108,4.007333185232471,4.204692619390966,13.29463628184505,0,.0196259219793801,.0465666309036621,28.2,.0894,71.8,30.01,0,.0597573010137473,-.065922744148788,.0337353187850487,.245894,.0687024110253781,-3.73194,0,-.74081486,0,.0268920399506971,.7051134364203954,1.424317,.702091,.6710507543262311,1,.1203949737436866,21.60739903123473,0,8.885999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
701,2008,0,0,0,0,.0155455702793704,.0059,.3333333333333333,.3333333333333333,.0000280957336108,4.02535169073515,4.369447852467021,13.30084590789109,0,.0186444653140967,.0897091546786528,28.2,.0819,71.8,35,0,.0632616548443371,.2062284085504291,.0186433213918605,.339956,.0370876377206745,-3.776033,0,-.34477583,.5324246619103398,.0228487688869346,1.902323609323621,1.01128,.988846,.6720520577129008,1,.087088164867493,21.67119081558782,.69314718,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
